Date&Time,Cloudfactor,Windspeed,powerProduction_WindTurbinePowerPlant@16/7_Bus0,powerProductionOptimal_WindTurbinePowerPlant@16/7_Bus0,powerProduction_SolarPowerPlant@12/5_Bus0,powerProductionOptimal_SolarPowerPlant@12/5_Bus0,powerProduction_SolarPowerPlant@20/7_Bus0,powerProductionOptimal_SolarPowerPlant@20/7_Bus0,Column1
2017.09.15   17.00,0.131,1.545,5.1175,400,206.7106,250,268.4986,300,
2017.09.15   18.00,0,0.517,0,400,232.7624,250,303.0702,300,
2017.09.15   19.00,0.112,1.17,1.6641,400,196.78,250,257.6821,300,
2017.09.15   20.00,0,2.195,35.87,400,201.3034,250,266.1617,300,
2017.09.15   21.00,0.26,0.399,0,400,121.305,250,162.2203,300,
2017.09.15   22.00,0.422,2.801,220.3713,400,49.0167,250,59.4799,300,
2017.09.15   23.00,0.555,2.063,24.1543,400,0.0453,250,0.0007,300,
2017.09.16   00.00,0.727,1.52,4.7483,400,0,250,0,300,
2017.09.16   01.00,0.785,1.483,4.2501,400,0,250,0,300,
2017.09.16   02.00,0.703,2.138,30.2393,400,0,250,0,300,
2017.09.16   03.00,0.914,0.893,0,400,0,250,0,300,
2017.09.16   04.00,0.889,1.382,3.1405,400,0,250,0,300,
2017.09.16   05.00,0.8,1.688,7.8543,400,0,250,0,300,
2017.09.16   06.00,0.797,0.619,0,400,0,250,0,300,
2017.09.16   07.00,0.978,1.522,4.7768,400,0,250,0,300,
2017.09.16   08.00,0.78,2.554,105.1479,400,0,250,0,300,
2017.09.16   09.00,0.921,2.488,86.2845,400,0,250,0,300,
2017.09.16   10.00,0.807,0.906,0,400,0.0492,250,0.004,300,
2017.09.16   11.00,0.659,2.881,280.0512,400,31.7773,250,44.9661,300,
2017.09.16   12.00,0.874,1.728,8.8542,400,21.0964,250,28.9135,300,
2017.09.16   13.00,0.682,1.477,4.1744,400,64.5517,250,86.2124,300,
2017.09.16   14.00,0.558,2.966,361.2642,400,98.2958,250,129.4205,300,
2017.09.16   15.00,0.747,2.941,335.1963,400,58.9434,250,77.0002,300,
2017.09.16   16.00,0.774,1.89,14.3852,400,53.7039,250,69.8958,300,
2017.09.16   17.00,0.565,1.332,2.7036,400,103.2623,250,134.3331,300,
2017.09.16   18.00,0.522,2.282,46.5501,400,110.9889,250,144.7642,300,
2017.09.16   19.00,0.624,0.987,0,400,83.0471,250,108.9916,300,
2017.09.16   20.00,0.497,1.722,8.6965,400,100.7257,250,133.6273,300,
2017.09.16   21.00,0.646,2.196,35.9776,400,57.3901,250,77.2555,300,
2017.09.16   22.00,0.808,1.936,16.5106,400,15.5203,250,19.2212,300,
2017.09.16   23.00,0.605,2.204,36.8502,400,0.0268,250,0.0005,300,
2017.09.17   00.00,0.768,3.386,400,400,0,250,0,300,
2017.09.17   01.00,0.546,2.346,56.388,400,0,250,0,300,
2017.09.17   02.00,0.357,2.137,30.1489,400,0,250,0,300,
2017.09.17   03.00,0.441,1.963,17.9016,400,0,250,0,300,
2017.09.17   04.00,0.235,3.049,400,400,0,250,0,300,
2017.09.17   05.00,0.145,1.545,5.1175,400,0,250,0,300,
2017.09.17   06.00,0,2.927,321.4288,400,0,250,0,300,
2017.09.17   07.00,0.191,2.612,125.1009,400,0,250,0,300,
2017.09.17   08.00,0.054,0.215,0,400,0,250,0,300,
2017.09.17   09.00,0.196,2.436,73.8379,400,0,250,0,300,
2017.09.17   10.00,0,2.194,35.7627,400,0.1957,250,0.0197,300,
2017.09.17   11.00,0,2.345,56.2193,400,90.7998,250,131.4899,300,
2017.09.17   12.00,0.142,1.122,1.4412,400,142.6786,250,196.7499,300,
2017.09.17   13.00,0.347,1.505,4.5396,400,132.0854,250,176.9588,300,
2017.09.17   14.00,0.359,3.043,400,400,142.2,250,187.6205,300,
2017.09.17   15.00,0.317,1.966,18.0632,400,158.797,250,207.7918,300,
2017.09.17   16.00,0.122,1.101,1.3533,400,208.2287,250,271.4245,300,
2017.09.17   17.00,0.342,2.688,157.0864,400,155.8724,250,203.0884,300,
2017.09.17   18.00,0.476,3.426,400,400,121.3665,250,158.5795,300,
2017.09.17   19.00,0.563,1.481,4.2247,400,96.1953,250,126.535,300,
2017.09.17   20.00,0.509,1.072,1.2407,400,97.7942,250,130.1889,300,
2017.09.17   21.00,0.265,2.237,40.6794,400,117.7943,250,159.6695,300,
2017.09.17   22.00,0.486,1.256,2.1531,400,39.4493,250,49.9923,300,
2017.09.17   23.00,0.325,1.672,7.4867,400,0.0307,250,0.0007,300,
2017.09.18   00.00,0.338,1.565,5.4335,400,0,250,0,300,
2017.09.18   01.00,0.293,1.391,3.2263,400,0,250,0,300,
2017.09.18   02.00,0.464,1.958,17.6355,400,0,250,0,300,
2017.09.18   03.00,0.599,1.872,13.6301,400,0,250,0,300,
2017.09.18   04.00,0.709,2.369,60.4102,400,0,250,0,300,
2017.09.18   05.00,0.766,1.914,15.4576,400,0,250,0,300,
2017.09.18   06.00,0.666,1.751,9.4858,400,0,250,0,300,
2017.09.18   07.00,0.774,2.087,25.9549,400,0,250,0,300,
2017.09.18   08.00,0.729,1.871,13.5893,400,0,250,0,300,
2017.09.18   09.00,0.781,2.392,64.7193,400,0,250,0,300,
2017.09.18   10.00,0.688,1.988,19.2938,400,0.0469,250,0.0059,300,
2017.09.18   11.00,0.656,2.024,21.4909,400,30.3952,250,45.1005,300,
2017.09.18   12.00,0.882,1.083,1.2823,400,19.4853,250,27.0392,300,
2017.09.18   13.00,1,1.632,6.6413,400,0,250,0,300,
2017.09.18   14.00,0.831,1.499,4.4588,400,37.3968,250,49.4474,300,
2017.09.18   15.00,0.734,0.626,0,400,61.7151,250,80.8945,300,
2017.09.18   16.00,0.673,1.801,11.0186,400,77.3972,250,101.0434,300,
2017.09.18   17.00,0.571,1.341,2.7775,400,101.4082,250,132.3351,300,
2017.09.18   18.00,0.746,1.547,5.1483,400,58.6806,250,76.8112,300,
2017.09.18   19.00,0.647,1.572,5.5487,400,77.4372,250,102.0983,300,
2017.09.18   20.00,0.54,2.613,125.4762,400,91.1141,250,121.7306,300,
2017.09.18   21.00,0.585,1.231,1.9977,400,65.7197,250,89.732,300,
2017.09.18   22.00,0.476,1.753,9.5428,400,38.0165,250,49.4445,300,
2017.09.18   23.00,0.322,1.636,6.7213,400,0.0207,250,0.0006,300,
2017.09.19   00.00,0.498,2.238,40.8014,400,0,250,0,300,
2017.09.19   01.00,0.582,1.314,2.5617,400,0,250,0,300,
2017.09.19   02.00,0.578,1.764,9.8625,400,0,250,0,300,
2017.09.19   03.00,0.569,1.653,7.0725,400,0,250,0,300,
2017.09.19   04.00,0.378,2.186,34.9158,400,0,250,0,300,
2017.09.19   05.00,0.391,1.165,1.6393,400,0,250,0,300,
2017.09.19   06.00,0.522,2.361,58.9796,400,0,250,0,300,
2017.09.19   07.00,0.343,0.718,0,400,0,250,0,300,
2017.09.19   08.00,0.146,2.04,22.5461,400,0,250,0,300,
2017.09.19   09.00,0.333,1.781,10.3778,400,0,250,0,300,
2017.09.19   10.00,0.434,1.064,1.2113,400,0.0654,250,0.0103,300,
2017.09.19   11.00,0.499,2.104,27.311,400,43.0174,250,65.4873,300,
2017.09.19   12.00,0.688,1.65,7.0092,400,51.1501,250,71.4395,300,
2017.09.19   13.00,0.448,2.781,207.5556,400,110.8403,250,149.4534,300,
2017.09.19   14.00,0.425,2.943,337.2107,400,126.911,250,168.1714,300,
2017.09.19   15.00,0.419,1.381,3.1311,400,134.5105,250,176.6189,300,
2017.09.19   16.00,0.397,1.526,4.8344,400,142.4324,250,186.2416,300,
2017.09.19   17.00,0.29,2.288,47.3944,400,167.4664,250,218.8913,300,
2017.09.19   18.00,0.296,2.413,68.9216,400,162.2196,250,212.7311,300,
2017.09.19   19.00,0.138,2.259,43.4507,400,188.4302,250,249.0324,300,
2017.09.19   20.00,0.187,1.338,2.7526,400,160.1214,250,214.7168,300,
2017.09.19   21.00,0.274,2.079,25.3403,400,113.5513,250,156.2273,300,
2017.09.19   22.00,0.243,0.574,0,400,51.6593,250,69.196,300,
2017.09.19   23.00,0.279,1.55,5.1948,400,0.0148,250,0.0005,300,
2017.09.20   00.00,0.348,1.183,1.7302,400,0,250,0,300,
2017.09.20   01.00,0.234,1.196,1.7989,400,0,250,0,300,
2017.09.20   02.00,0.075,1.453,3.8848,400,0,250,0,300,
2017.09.20   03.00,0.169,0.739,0,400,0,250,0,300,
2017.09.20   04.00,0,0.889,0,400,0,250,0,300,
2017.09.20   05.00,0,1.028,1.0875,400,0,250,0,300,
2017.09.20   06.00,0.29,1.003,1.009,400,0,250,0,300,
2017.09.20   07.00,0.177,1.406,3.3746,400,0,250,0,300,
2017.09.20   08.00,0.02,1.926,16.0234,400,0,250,0,300,
2017.09.20   09.00,0,1.548,5.1637,400,0,250,0,300,
2017.09.20   10.00,0.09,2.994,392.8745,400,0.0809,250,0.0158,300,
2017.09.20   11.00,0.158,2.188,35.1256,400,70.1504,250,109.7215,300,
2017.09.20   12.00,0.033,1.642,6.8432,400,157.3613,250,221.243,300,
2017.09.20   13.00,0.002,2.768,199.6278,400,199.6382,250,270.0773,300,
2017.09.20   14.00,0.108,1.867,13.4274,400,196.3614,250,260.7771,300,
2017.09.20   15.00,0,0.182,0,400,231.0102,250,303.8633,300,
2017.09.20   16.00,0,1.098,1.3412,400,235.7152,250,308.7113,300,
2017.09.20   17.00,0.078,2.834,243.2703,400,216.9875,250,284.0841,300,
2017.09.20   18.00,0.103,0.792,0,400,206.1434,250,270.8388,300,
2017.09.20   19.00,0,2.101,27.0666,400,217.8095,250,288.5651,300,
2017.09.20   20.00,0,0.578,0,400,195.8046,250,263.5684,300,
2017.09.20   21.00,0.219,1.507,4.5669,400,120.5874,250,167.243,300,
2017.09.20   22.00,0.413,2.118,28.4808,400,37.4693,250,51.8957,300,
2017.09.20   23.00,0.561,2.525,96.3986,400,0.0061,250,0.0002,300,
2017.09.21   00.00,0.466,2.635,134.0245,400,0,250,0,300,
2017.09.21   01.00,0.601,2.277,45.858,400,0,250,0,300,
2017.09.21   02.00,0.843,1.421,3.5297,400,0,250,0,300,
2017.09.21   03.00,0.773,1.666,7.3534,400,0,250,0,300,
2017.09.21   04.00,0.55,1.505,4.5396,400,0,250,0,300,
2017.09.21   05.00,0.387,2.936,330.2129,400,0,250,0,300,
2017.09.21   06.00,0.322,3.068,400,400,0,250,0,300,
2017.09.21   07.00,0.096,1.072,1.2407,400,0,250,0,300,
2017.09.21   08.00,0.075,2.528,97.2689,400,0,250,0,300,
2017.09.21   09.00,0,1.701,8.1662,400,0,250,0,300,
2017.09.21   10.00,0.164,1.393,3.2457,400,0.0572,250,0.0139,300,
2017.09.21   11.00,0.195,0.886,0,400,64.9719,250,104.5673,300,
2017.09.21   12.00,0.17,2.317,51.696,400,134.041,250,189.7434,300,
2017.09.21   13.00,0.163,1.777,10.2542,400,166.7843,250,226.3939,300,
2017.09.21   14.00,0.222,2.079,25.3403,400,170.8075,250,227.3513,300,
2017.09.21   15.00,0.423,1.551,5.2104,400,132.9961,250,175.2527,300,
2017.09.21   16.00,0.449,1.577,5.6324,400,129.6036,250,170.0165,300,
2017.09.21   17.00,0.687,1.598,5.9981,400,73.4959,250,96.3828,300,
2017.09.21   18.00,0.513,1.378,3.1031,400,111.6166,250,146.9266,300,
2017.09.21   19.00,0.45,1.338,2.7526,400,119.3543,250,158.523,300,
2017.09.21   20.00,0.59,2.271,45.0411,400,79.7999,250,107.8399,300,
2017.09.21   21.00,0.724,2.675,151.0864,400,42.0467,250,58.8082,300,
2017.09.21   22.00,0.883,2.344,56.0511,400,6.9416,250,9.9875,300,
2017.09.21   23.00,0.838,1.423,3.5509,400,0.0015,250,0.0001,300,
2017.09.22   00.00,0.717,2.471,82.0002,400,0,250,0,300,
2017.09.22   01.00,0.88,1.44,3.7364,400,0,250,0,300,
2017.09.22   02.00,0.795,1.591,5.8737,400,0,250,0,300,
2017.09.22   03.00,0.803,1.019,1.0586,400,0,250,0,300,
2017.09.22   04.00,0.979,2.274,45.4477,400,0,250,0,300,
2017.09.22   05.00,0.905,2.57,110.3106,400,0,250,0,300,
2017.09.22   06.00,1,1.61,6.2177,400,0,250,0,300,
2017.09.22   07.00,0.731,2.67,148.8402,400,0,250,0,300,
2017.09.22   08.00,0.764,1.203,1.837,400,0,250,0,300,
2017.09.22   09.00,0.715,1.017,1.0522,400,0,250,0,300,
2017.09.22   10.00,0.957,2.966,361.2642,400,0.0023,250,0.0007,300,
2017.09.22   11.00,0.744,2.903,299.1301,400,19.9814,250,33.145,300,
2017.09.22   12.00,0.91,2.4,66.2891,400,14.421,250,20.5571,300,
2017.09.22   13.00,0.715,2.43,72.5225,400,56.5657,250,77.0472,300,
2017.09.22   14.00,0.714,1.322,2.6238,400,62.6189,250,83.5391,300,
2017.09.22   15.00,0.884,2.215,38.0848,400,26.6768,250,35.2169,300,
2017.09.22   16.00,0.984,1.97,18.281,400,3.7553,250,4.9345,300,
2017.09.22   17.00,0.746,2.765,197.8418,400,59.5043,250,78.1667,300,
2017.09.22   18.00,0.947,1.3,2.4565,400,12.1136,250,15.9769,300,
2017.09.22   19.00,0.765,1.849,12.7226,400,50.805,250,67.651,300,
2017.09.22   20.00,0.914,3.621,400,400,16.6357,250,22.5726,300,
2017.09.22   21.00,0.798,2.236,40.5577,400,30.3467,250,42.8221,300,
2017.09.22   22.00,0.975,1.444,3.7814,400,1.3687,250,2.0569,300,
2017.09.22   23.00,1,2.531,98.147,400,0,250,0,300,
2017.09.23   00.00,0.833,1.665,7.3314,400,0,250,0,300,
2017.09.23   01.00,0.675,1.706,8.2895,400,0,250,0,300,
2017.09.23   02.00,0.501,1.293,2.4055,400,0,250,0,300,
2017.09.23   03.00,0.49,1.233,2.0097,400,0,250,0,300,
2017.09.23   04.00,0.624,0.618,0,400,0,250,0,300,
2017.09.23   05.00,0.538,2.668,147.951,400,0,250,0,300,
2017.09.23   06.00,0.763,1.488,4.3142,400,0,250,0,300,
2017.09.23   07.00,0.655,2.083,25.6458,400,0,250,0,300,
2017.09.23   08.00,0.814,2.861,263.7648,400,0,250,0,300,
2017.09.23   09.00,0.864,1.69,7.9015,400,0,250,0,300,
2017.09.23   10.00,0.949,2.348,56.7268,400,0.0021,250,0.0008,300,
2017.09.23   11.00,1,1.224,1.9563,400,0,250,0,300,
2017.09.23   12.00,1,2.378,62.0611,400,0,250,0,300,
2017.09.23   13.00,0.852,0.748,0,400,29.2556,250,39.9886,300,
2017.09.23   14.00,0.874,1.41,3.4153,400,27.5104,250,36.7868,300,
2017.09.23   15.00,0.855,2.474,82.7405,400,33.2687,250,44.0006,300,
2017.09.23   16.00,0.688,1.402,3.3344,400,73.0671,250,96.1721,300,
2017.09.23   17.00,0.9,0.552,0,400,23.3717,250,30.7549,300,
2017.09.23   18.00,1,1.456,3.9199,400,0,250,0,300,
2017.09.23   19.00,0.871,1.164,1.6344,400,27.7814,250,37.0905,300,
2017.09.23   20.00,0.631,2.955,349.5535,400,70.9289,250,96.6453,300,
2017.09.23   21.00,0.539,2.234,40.3154,400,68.2577,250,97.2213,300,
2017.09.23   22.00,0.773,2.21,37.5186,400,11.3752,250,17.9667,300,
2017.09.23   23.00,0.6,1.744,9.2889,400,0.0018,250,0.0001,300,
2017.09.24   00.00,0.699,2.233,40.1948,400,0,250,0,300,
2017.09.24   01.00,0.894,1.764,9.8625,400,0,250,0,300,
2017.09.24   02.00,0.917,2.378,62.0611,400,0,250,0,300,
2017.09.24   03.00,0.751,1.828,11.9468,400,0,250,0,300,
2017.09.24   04.00,0.691,1.404,3.3544,400,0,250,0,300,
2017.09.24   05.00,0.567,1.414,3.4564,400,0,250,0,300,
2017.09.24   06.00,0.637,2.221,38.7755,400,0,250,0,300,
2017.09.24   07.00,0.824,1.164,1.6344,400,0,250,0,300,
2017.09.24   08.00,0.707,1.663,7.2876,400,0,250,0,300,
2017.09.24   09.00,0.763,1.372,3.0478,400,0,250,0,300,
2017.09.24   10.00,0.996,1.349,2.8449,400,0.0001,250,0.0001,300,
2017.09.24   11.00,0.913,1.989,19.3517,400,6.3138,250,11.187,300,
2017.09.24   12.00,0.804,1.735,9.0418,400,30.8954,250,44.6883,300,
2017.09.24   13.00,0.565,1.74,9.1783,400,85.6317,250,117.4674,300,
2017.09.24   14.00,0.512,2.447,76.3116,400,106.2448,250,142.4073,300,
2017.09.24   15.00,0.645,1.635,6.7012,400,81.2586,250,107.6738,300,
2017.09.24   16.00,0.436,2.724,174.9749,400,131.7859,250,173.7568,300,
2017.09.24   17.00,0.364,0.96,0,400,148.2873,250,195.4753,300,
2017.09.24   18.00,0.57,1.529,4.878,400,97.7217,250,129.4063,300,
2017.09.24   19.00,0.773,2.782,208.1783,400,48.6946,250,65.1865,300,
2017.09.24   20.00,1,1.877,13.8358,400,0,250,0,300,
2017.09.24   21.00,1,0.81,0,400,0,250,0,300,
2017.09.24   22.00,0.959,1.226,1.968,400,1.863,250,3.1155,300,
2017.09.24   23.00,0.784,2.639,135.6401,400,0.0007,250,0.0001,300,
2017.09.25   00.00,0.671,1.642,6.8432,400,0,250,0,300,
2017.09.25   01.00,0.874,1.963,17.9016,400,0,250,0,300,
2017.09.25   02.00,0.935,0.991,0,400,0,250,0,300,
2017.09.25   03.00,1,1.043,1.1375,400,0,250,0,300,
2017.09.25   04.00,0.775,1.096,1.3332,400,0,250,0,300,
2017.09.25   05.00,0.537,0.967,0,400,0,250,0,300,
2017.09.25   06.00,0.304,1.391,3.2263,400,0,250,0,300,
2017.09.25   07.00,0.277,1.643,6.8638,400,0,250,0,300,
2017.09.25   08.00,0.056,1.377,3.0938,400,0,250,0,300,
2017.09.25   09.00,0.014,1.982,18.9501,400,0,250,0,300,
2017.09.25   10.00,0,2.607,123.241,400,0.0242,250,0.0141,300,
2017.09.25   11.00,0,2.735,180.8369,400,69.7526,250,128.1228,300,
2017.09.25   12.00,0,1.192,1.7775,400,156.2863,250,227.7838,300,
2017.09.25   13.00,0.151,1.485,4.2756,400,166.4216,250,229.1284,300,
2017.09.25   14.00,0.206,2.256,43.062,400,172.363,250,231.5878,300,
2017.09.25   15.00,0,2.1,26.9857,400,228.3459,250,303.1556,300,
2017.09.25   16.00,0,1.199,1.8151,400,233.1276,250,307.9105,300,
2017.09.25   17.00,0,1.858,13.0703,400,232.5856,250,307.1485,300,
2017.09.25   18.00,0.325,1.824,11.8045,400,152.9506,250,202.9621,300,
2017.09.25   19.00,0.449,1.697,8.069,400,117.7224,250,158.0275,300,
2017.09.25   20.00,0.261,3.125,400,400,140.1919,250,192.7073,300,
2017.09.25   21.00,0.453,2.164,32.6888,400,78.5275,250,114.1306,300,
2017.09.25   22.00,0.289,2.097,26.7442,400,28.9834,250,51.757,300,
2017.09.25   23.00,0.497,1.466,4.0391,400,0.0011,250,0.0001,300,
2017.09.26   00.00,0.381,1.408,3.3949,400,0,250,0,300,
2017.09.26   01.00,0.578,2.641,136.4552,400,0,250,0,300,
2017.09.26   02.00,0.779,3.033,400,400,0,250,0,300,
2017.09.26   03.00,1,2.369,60.4102,400,0,250,0,300,
2017.09.26   04.00,1,2.781,207.5556,400,0,250,0,300,
2017.09.26   05.00,1,1.115,1.4113,400,0,250,0,300,
2017.09.26   06.00,0.698,1.991,19.468,400,0,250,0,300,
2017.09.26   07.00,0.556,2.665,146.6273,400,0,250,0,300,
2017.09.26   08.00,0.751,2.383,62.9977,400,0,250,0,300,
2017.09.26   09.00,0.984,2.796,217.095,400,0,250,0,300,
2017.09.26   10.00,0.977,2.214,37.9709,400,0.0004,250,0.0003,300,
2017.09.26   11.00,1,1.992,19.5264,400,0,250,0,300,
2017.09.26   12.00,1,1.991,19.468,400,0,250,0,300,
2017.09.26   13.00,1,1.604,6.1069,400,0,250,0,300,
2017.09.26   14.00,0.797,1.689,7.8779,400,43.9369,250,59.1788,300,
2017.09.26   15.00,0.71,1.192,1.7775,400,66.0576,250,87.8701,300,
2017.09.26   16.00,0.568,1.203,1.837,400,100.476,250,132.9425,300,
2017.09.26   17.00,0.645,0.553,0,400,82.362,250,108.9643,300,
2017.09.26   18.00,0.526,1.342,2.7858,400,107.0842,250,142.399,300,
2017.09.26   19.00,0.472,2.982,379.002,400,112.3456,250,151.2361,300,
2017.09.26   20.00,0.394,1.426,3.5829,400,114.1763,250,157.6718,300,
2017.09.26   21.00,0.52,0.974,0,400,67.7859,250,99.6017,300,
2017.09.26   22.00,0.371,2.107,27.5575,400,22.724,250,43.7641,300,
2017.09.26   23.00,0.381,1.996,19.7618,400,0.0009,250,0.0001,300,
2017.09.27   00.00,0.211,2.037,22.3444,400,0,250,0,300,
2017.09.27   01.00,0.349,1.284,2.3415,400,0,250,0,300,
2017.09.27   02.00,0.275,1.332,2.7036,400,0,250,0,300,
2017.09.27   03.00,0.275,1.793,10.7576,400,0,250,0,300,
2017.09.27   04.00,0.167,2.827,238.222,400,0,250,0,300,
2017.09.27   05.00,0.36,3.666,400,400,0,250,0,300,
2017.09.27   06.00,0.16,0.58,0,400,0,250,0,300,
2017.09.27   07.00,0.191,2.086,25.8773,400,0,250,0,300,
2017.09.27   08.00,0,1.675,7.5543,400,0,250,0,300,
2017.09.27   09.00,0.204,0.405,0,400,0,250,0,300,
2017.09.27   10.00,0.222,1.992,19.5264,400,0.0113,250,0.0101,300,
2017.09.27   11.00,0.294,2.164,32.6888,400,45.1544,250,89.7693,300,
2017.09.27   12.00,0.372,2.635,134.0245,400,96.4067,250,142.7588,300,
2017.09.27   13.00,0.434,2.486,85.769,400,109.977,250,152.561,300,
2017.09.27   14.00,0.469,2.997,396.4212,400,114.5804,250,154.7148,300,
2017.09.27   15.00,0.298,0.583,0,400,159.5044,250,212.5939,300,
2017.09.27   16.00,0.158,1.723,8.7226,400,195.3693,250,258.9651,300,
2017.09.27   17.00,0.262,1.564,5.4173,400,170.7852,250,226.367,300,
2017.09.27   18.00,0.276,1.715,8.516,400,163.0648,250,217.3089,300,
2017.09.27   19.00,0.23,1.912,15.3652,400,163.1508,250,220.2642,300,
2017.09.27   20.00,0.074,2.4,66.2891,400,173.2444,250,240.3843,300,
2017.09.27   21.00,0,2.852,256.7483,400,138.821,250,206.3442,300,
2017.09.27   22.00,0,0.932,0,400,31.5754,250,66.3405,300,
2017.09.27   23.00,0,2.094,26.5049,400,0.001,250,0.0001,300,
2017.09.28   00.00,0.191,2.161,32.3963,400,0,250,0,300,
2017.09.28   01.00,0.144,2.169,33.1821,400,0,250,0,300,
2017.09.28   02.00,0.364,1.967,18.1174,400,0,250,0,300,
2017.09.28   03.00,0.601,2.772,202.0343,400,0,250,0,300,
2017.09.28   04.00,0.657,1.846,12.6087,400,0,250,0,300,
2017.09.28   05.00,0.413,1.815,11.4905,400,0,250,0,300,
2017.09.28   06.00,0.437,1.577,5.6324,400,0,250,0,300,
2017.09.28   07.00,0.49,1.868,13.4677,400,0,250,0,300,
2017.09.28   08.00,0.585,2.774,203.2484,400,0,250,0,300,
2017.09.28   09.00,0.535,1.939,16.6597,400,0,250,0,300,
2017.09.28   10.00,0.36,1.309,2.5236,400,0.0072,250,0.0079,300,
2017.09.28   11.00,0.441,2.63,132.0319,400,34.0922,250,70.7934,300,
2017.09.28   12.00,0.265,1.754,9.5714,400,111.781,250,166.9031,300,
2017.09.28   13.00,0.251,1.254,2.1402,400,144.8746,250,201.7534,300,
2017.09.28   14.00,0.313,2.103,27.2293,400,147.7842,250,200.0567,300,
2017.09.28   15.00,0.474,1.362,2.9578,400,119.2095,250,159.2074,300,
2017.09.28   16.00,0.721,1.277,2.2929,400,64.5795,250,85.7583,300,
2017.09.28   17.00,0.97,0.807,0,400,6.9245,250,9.1954,300,
2017.09.28   18.00,0.738,1.751,9.4858,400,58.8264,250,78.5677,300,
2017.09.28   19.00,0.893,2.904,300.0275,400,22.5746,250,30.5675,300,
2017.09.28   20.00,0.8,0.9,0,400,37.1484,250,51.7994,300,
2017.09.28   21.00,0.649,2.474,82.7405,400,47.8624,250,72.015,300,
2017.09.28   22.00,0.683,2.188,35.1256,400,8.6113,250,19.9999,300,
2017.09.28   23.00,0.834,1.675,7.5543,400,0.0001,250,0,300,
2017.09.29   00.00,0.979,2.859,262.1892,400,0,250,0,300,
2017.09.29   01.00,0.946,2.456,78.397,400,0,250,0,300,
2017.09.29   02.00,0.857,1.326,2.6554,400,0,250,0,300,
2017.09.29   03.00,1,2.261,43.7118,400,0,250,0,300,
2017.09.29   04.00,0.83,3.373,400,400,0,250,0,300,
2017.09.29   05.00,1,1.156,1.5957,400,0,250,0,300,
2017.09.29   06.00,0.839,1.624,6.484,400,0,250,0,300,
2017.09.29   07.00,0.967,1.632,6.6413,400,0,250,0,300,
2017.09.29   08.00,0.896,0.833,0,400,0,250,0,300,
2017.09.29   09.00,0.832,0.252,0,400,0,250,0,300,
2017.09.29   10.00,1,2.298,48.8357,400,0,250,0,300,
2017.09.29   11.00,0.866,1.157,1.6005,400,7.7684,250,16.8997,300,
2017.09.29   12.00,0.703,2.025,21.5554,400,44.7346,250,67.3673,300,
2017.09.29   13.00,0.915,2.267,44.5046,400,16.3647,250,22.8802,300,
2017.09.29   14.00,0.718,1.497,4.4321,400,60.4711,250,82.0722,300,
2017.09.29   15.00,0.838,1.381,3.1311,400,36.6191,250,49.006,300,
2017.09.29   16.00,0.694,1.187,1.751,400,70.6542,250,94.0005,300,
2017.09.29   17.00,0.661,2.598,119.9626,400,78.0409,250,103.8341,300,
2017.09.29   18.00,0.74,3.382,400,400,58.1925,250,77.8956,300,
2017.09.29   19.00,0.817,2.239,40.9238,400,38.4401,250,52.2087,300,
2017.09.29   20.00,0.8,2.271,45.0411,400,36.8739,250,51.6787,300,
2017.09.29   21.00,0.978,1.607,6.1621,400,2.9444,250,4.4876,300,
2017.09.29   22.00,0.918,2.806,223.697,400,1.8827,250,4.9066,300,
2017.09.29   23.00,0.865,1.15,1.5673,400,0.0001,250,0,300,
2017.09.30   00.00,1,1.333,2.7117,400,0,250,0,300,
2017.09.30   01.00,0.815,1.612,6.255,400,0,250,0,300,
2017.09.30   02.00,0.566,0.582,0,400,0,250,0,300,
2017.09.30   03.00,0.737,1.528,4.8634,400,0,250,0,300,
2017.09.30   04.00,0.691,2.047,23.0239,400,0,250,0,300,
2017.09.30   05.00,0.75,1.737,9.0962,400,0,250,0,300,
2017.09.30   06.00,0.532,1.26,2.1791,400,0,250,0,300,
2017.09.30   07.00,0.292,1.844,12.5334,400,0,250,0,300,
2017.09.30   08.00,0.194,2.014,20.8566,400,0,250,0,300,
2017.09.30   09.00,0.242,2.016,20.982,400,0,250,0,300,
2017.09.30   10.00,0.009,2.303,49.5726,400,0.0068,250,0.0112,300,
2017.09.30   11.00,0.118,1.394,3.2554,400,48.4379,250,110.7558,300,
2017.09.30   12.00,0,2.453,77.6956,400,149.1285,250,226.5633,300,
2017.09.30   13.00,0.169,1.592,5.8913,400,159.2283,250,223.5275,300,
2017.09.30   14.00,0.345,1.605,6.1252,400,140.0037,250,190.5158,300,
2017.09.30   15.00,0.573,1.013,1.0397,400,96.2647,250,129.0959,300,
2017.09.30   16.00,0.737,2.915,310.0791,400,60.573,250,80.7411,300,
2017.09.30   17.00,0.501,1.408,3.3949,400,114.5661,250,152.7296,300,
2017.09.30   18.00,0.543,1.496,4.4189,400,101.9547,250,136.7875,300,
2017.09.30   19.00,0.516,2.249,42.1683,400,101.2131,250,137.8937,300,
2017.09.30   20.00,0.526,1.157,1.6005,400,86.7279,250,122.1892,300,
2017.09.30   21.00,0.589,1.64,6.8024,400,53.9438,250,83.3441,300,
2017.09.30   22.00,0.354,1.906,15.0915,400,12.2903,250,36.5536,300,
2017.09.30   23.00,0.546,1.547,5.1483,400,0.0002,250,0,300,
