Date&Time,Cloudfactor,Windspeed,powerProduction_WindTurbinePowerPlant@16/7_Bus0,powerProductionOptimal_WindTurbinePowerPlant@16/7_Bus0,powerProduction_WindTurbinePowerPlant@24/7_Bus0,powerProductionOptimal_WindTurbinePowerPlant@24/7_Bus0,powerProduction_SolarPowerPlant@12/5_Bus0,powerProductionOptimal_SolarPowerPlant@12/5_Bus0,powerProduction_SolarPowerPlant@20/7_Bus0,powerProductionOptimal_SolarPowerPlant@20/7_Bus0,Column1
2017.09.12   19.00,0.512,1.756,9.6289,400,10.4764,500,109.1665,250,142.0463,300,
2017.09.12   20.00,0.687,0.832,0,400,0,500,63.9552,250,83.7622,300,
2017.09.12   21.00,0.496,2.08,25.4163,400,28.6711,500,85.211,250,111.9147,300,
2017.09.12   22.00,0.665,1.569,5.499,400,5.8595,500,32.1624,250,37.1722,300,
2017.09.12   23.00,0.793,1.899,14.7784,400,16.3376,500,0.0712,250,0.0006,300,
2017.09.13   00.00,0.767,0.724,0,400,0,500,0,250,0,300,
2017.09.13   01.00,0.559,0.698,0,400,0,500,0,250,0,300,
2017.09.13   02.00,0.798,3.864,400,400,500,500,0,250,0,300,
2017.09.13   03.00,1,0.898,0,400,0,500,0,250,0,300,
2017.09.13   04.00,0.925,1.842,12.4585,400,13.6857,500,0,250,0,300,
2017.09.13   05.00,0.863,2.209,37.4063,400,42.8082,500,0,250,0,300,
2017.09.13   06.00,1,2.753,190.8559,400,232.0851,500,0,250,0,300,
2017.09.13   07.00,1,0.733,0,400,0,500,0,250,0,300,
2017.09.13   08.00,0.722,2.678,152.4503,400,183.8382,500,0,250,0,300,
2017.09.13   09.00,0.594,2.116,28.3106,400,32.0646,500,0,250,0,300,
2017.09.13   10.00,0.478,1.481,4.2247,400,4.4576,500,0.2915,250,0.0121,300,
2017.09.13   11.00,0.629,1.677,7.5997,400,8.196,500,37.1175,250,49.3241,300,
2017.09.13   12.00,0.688,2.282,46.5501,400,53.7081,500,53.2635,250,71.7349,300,
2017.09.13   13.00,0.725,1.314,2.5617,400,2.653,500,56.3939,250,74.6413,300,
2017.09.13   14.00,0.792,2.359,58.6273,400,68.226,500,46.5864,250,60.965,300,
2017.09.13   15.00,0.833,2.987,384.7216,400,480.205,500,39.1385,250,50.8795,300,
2017.09.13   16.00,0.895,1.151,1.572,400,1.5987,500,25.0922,250,32.5133,300,
2017.09.13   17.00,0.764,1.406,3.3746,400,3.5309,500,56.3614,250,72.9914,300,
2017.09.13   18.00,0.65,1.31,2.5312,400,2.6202,500,81.8534,250,106.2207,300,
2017.09.13   19.00,0.796,2.294,48.2539,400,55.7486,500,45.495,250,59.3204,300,
2017.09.13   20.00,0.765,1.086,1.2939,400,1.3063,500,47.7856,250,62.7772,300,
2017.09.13   21.00,0.668,1.499,4.4588,400,4.714,500,55.5767,250,73.4136,300,
2017.09.13   22.00,0.777,1.329,2.6794,400,2.7796,500,20.6029,250,24.1582,300,
2017.09.13   23.00,0.943,1.204,1.8425,400,1.8849,500,0.0131,250,0.0001,300,
2017.09.14   00.00,0.817,2.083,25.6458,400,28.9396,500,0,250,0,300,
2017.09.14   01.00,0.838,2.03,21.8807,400,24.5454,500,0,250,0,300,
2017.09.14   02.00,0.653,1.405,3.3645,400,3.52,500,0,250,0,300,
2017.09.14   03.00,0.664,1.636,6.7213,400,7.2156,500,0,250,0,300,
2017.09.14   04.00,0.877,2.848,253.6901,400,311.78,500,0,250,0,300,
2017.09.14   05.00,0.812,2.31,50.6232,400,58.5903,500,0,250,0,300,
2017.09.14   06.00,1,2.426,71.6587,400,84.0167,500,0,250,0,300,
2017.09.14   07.00,0.793,2.764,197.25,400,240.155,500,0,250,0,300,
2017.09.14   08.00,0.73,0.856,0,400,0,500,0,250,0,300,
2017.09.14   09.00,0.561,0.907,0,400,0,500,0,250,0,300,
2017.09.14   10.00,0.569,0.242,0,400,0,500,0.1855,250,0.0096,300,
2017.09.14   11.00,0.712,1.523,4.7911,400,5.079,500,28.1697,250,38.1871,300,
2017.09.14   12.00,0.842,2.109,27.7231,400,31.3747,500,26.8036,250,36.3046,300,
2017.09.14   13.00,0.825,1.122,1.4412,400,1.461,500,35.7682,250,47.4815,300,
2017.09.14   14.00,0.823,1.781,10.3778,400,11.3226,500,39.5515,250,51.8623,300,
2017.09.14   15.00,0.999,1.186,1.7458,400,1.7824,500,0.2339,250,0.3046,300,
2017.09.14   16.00,0.979,2.043,22.7496,400,25.5572,500,5.0092,250,6.5001,300,
2017.09.14   17.00,0.893,1.199,1.8151,400,1.8559,500,25.5035,250,33.0771,300,
2017.09.14   18.00,0.921,1.848,12.6845,400,13.9432,500,18.4323,250,23.9592,300,
2017.09.14   19.00,0.87,2.124,28.9973,400,32.8716,500,28.9008,250,37.7634,300,
2017.09.14   20.00,1,2.511,92.4392,400,109.4137,500,0,250,0,300,
2017.09.14   21.00,1,1.526,4.8344,400,5.1266,500,0,250,0,300,
2017.09.14   22.00,1,0.431,0,400,0,500,0,250,0,300,
2017.09.14   23.00,0.808,1.804,11.118,400,12.1615,500,0.0293,250,0.0004,300,
2017.09.15   00.00,0.596,2.281,46.4108,400,53.5415,500,0,250,0,300,
2017.09.15   01.00,0.564,1.954,17.4254,400,19.3825,500,0,250,0,300,
2017.09.15   02.00,0.314,2.541,101.1317,400,120.1037,500,0,250,0,300,
2017.09.15   03.00,0.432,1.549,5.1792,400,5.5064,500,0,250,0,300,
2017.09.15   04.00,0.667,2.584,115.0354,400,137.2727,500,0,250,0,300,
2017.09.15   05.00,0.678,1.333,2.7117,400,2.8144,500,0,250,0,300,
2017.09.15   06.00,0.751,2.577,112.6482,400,134.3191,500,0,250,0,300,
2017.09.15   07.00,0.65,2.455,78.1625,400,91.9392,500,0,250,0,300,
2017.09.15   08.00,0.449,2.135,29.9688,400,34.0146,500,0,250,0,300,
2017.09.15   09.00,0.481,1.309,2.5236,400,2.6121,500,0,250,0,300,
2017.09.15   10.00,0.592,1.056,1.1827,400,1.1901,500,0.1351,250,0.0087,300,
2017.09.15   11.00,0.438,2.106,27.4751,400,31.0835,500,53.6854,250,74.3151,300,
2017.09.15   12.00,0.269,1.834,12.1635,400,13.3497,500,123.2089,250,167.8574,300,
2017.09.15   13.00,0.516,0.774,0,400,0,500,98.5897,250,131.2694,300,
2017.09.15   14.00,0.351,1.557,5.3049,400,5.645,500,144.6794,250,190.098,300,
2017.09.15   15.00,0.103,0.425,0,400,0,500,209.4027,250,273.1,300,
2017.09.15   16.00,0,1.471,4.1,400,4.3212,500,238.0847,250,309.4033,300,
2017.09.15   17.00,0.131,2.869,270.1625,400,332.8032,500,206.7106,250,268.4986,300,
2017.09.15   18.00,0,1.187,1.751,400,1.7879,500,232.7624,250,303.0702,300,
2017.09.15   19.00,0.112,2.223,39.0085,400,44.7116,500,196.78,250,257.6821,300,
2017.09.15   20.00,0,1.554,5.2574,400,5.5926,500,201.3034,250,266.1617,300,
2017.09.15   21.00,0.26,1.396,3.275,400,3.4229,500,121.305,250,162.2203,300,
2017.09.15   22.00,0.422,1.684,7.7608,400,8.3762,500,49.0167,250,59.4799,300,
2017.09.15   23.00,0.555,2.394,65.1082,400,76.0645,500,0.0453,250,0.0007,300,
2017.09.16   00.00,0.727,2.302,49.4244,400,57.1517,500,0,250,0,300,
2017.09.16   01.00,0.785,2.057,23.724,400,26.6935,500,0,250,0,300,
2017.09.16   02.00,0.703,0.639,0,400,0,500,0,250,0,300,
2017.09.16   03.00,0.914,0.444,0,400,0,500,0,250,0,300,
2017.09.16   04.00,0.889,1.524,4.8055,400,5.0948,500,0,250,0,300,
2017.09.16   05.00,0.8,1.568,5.4826,400,5.8413,500,0,250,0,300,
2017.09.16   06.00,0.797,1.428,3.6045,400,3.7808,500,0,250,0,300,
2017.09.16   07.00,0.978,1.951,17.2695,400,19.2026,500,0,250,0,300,
2017.09.16   08.00,0.78,0.901,0,400,0,500,0,250,0,300,
2017.09.16   09.00,0.921,1.864,13.3073,400,14.654,500,0,250,0,300,
2017.09.16   10.00,0.807,2.127,29.2591,400,33.1795,500,0.0492,250,0.004,300,
2017.09.16   11.00,0.659,1.657,7.1578,400,7.7021,500,31.7773,250,44.9661,300,
2017.09.16   12.00,0.874,1.686,7.8074,400,8.4284,500,21.0964,250,28.9135,300,
2017.09.16   13.00,0.682,0.985,0,400,0,500,64.5517,250,86.2124,300,
2017.09.16   14.00,0.558,1.858,13.0703,400,14.3833,500,98.2958,250,129.4205,300,
2017.09.16   15.00,0.747,0.554,0,400,0,500,58.9434,250,77.0002,300,
2017.09.16   16.00,0.774,1.171,1.6691,400,1.7012,500,53.7039,250,69.8958,300,
2017.09.16   17.00,0.565,1.24,2.0523,400,2.108,500,103.2623,250,134.3331,300,
2017.09.16   18.00,0.522,1.196,1.7989,400,1.8387,500,110.9889,250,144.7642,300,
2017.09.16   19.00,0.624,2.084,25.7227,400,29.0297,500,83.0471,250,108.9916,300,
2017.09.16   20.00,0.497,3.134,400,400,500,500,100.7257,250,133.6273,300,
2017.09.16   21.00,0.646,1.879,13.9189,400,15.3531,500,57.3901,250,77.2555,300,
2017.09.16   22.00,0.808,2.428,72.0893,400,84.5405,500,15.5203,250,19.2212,300,
2017.09.16   23.00,0.605,2.215,38.0848,400,43.6138,500,0.0268,250,0.0005,300,
2017.09.17   00.00,0.768,1.951,17.2695,400,19.2026,500,0,250,0,300,
2017.09.17   01.00,0.546,2.469,81.5104,400,96.027,500,0,250,0,300,
2017.09.17   02.00,0.357,1.766,9.9218,400,10.807,500,0,250,0,300,
2017.09.17   03.00,0.441,2.101,27.0666,400,30.6043,500,0,250,0,300,
2017.09.17   04.00,0.235,1.333,2.7117,400,2.8144,500,0,250,0,300,
2017.09.17   05.00,0.145,0.601,0,400,0,500,0,250,0,300,
2017.09.17   06.00,0,2.436,73.8379,400,86.6683,500,0,250,0,300,
2017.09.17   07.00,0.191,0.89,0,400,0,500,0,250,0,300,
2017.09.17   08.00,0.054,2.411,68.5099,400,80.1906,500,0,250,0,300,
2017.09.17   09.00,0.196,2.704,164.7992,400,199.307,500,0,250,0,300,
2017.09.17   10.00,0,2.358,58.4519,400,68.0144,500,0.1957,250,0.0197,300,
2017.09.17   11.00,0,0.594,0,400,0,500,90.7998,250,131.4899,300,
2017.09.17   12.00,0.142,2.185,34.8113,400,39.7319,500,142.6786,250,196.7499,300,
2017.09.17   13.00,0.347,1.05,1.1616,400,1.1681,500,132.0854,250,176.9588,300,
2017.09.17   14.00,0.359,2.168,33.0829,400,37.6876,500,142.2,250,187.6205,300,
2017.09.17   15.00,0.317,2.542,101.4351,400,120.4775,500,158.797,250,207.7918,300,
2017.09.17   16.00,0.122,2.215,38.0848,400,43.6138,500,208.2287,250,271.4245,300,
2017.09.17   17.00,0.342,2.614,125.8527,400,150.6846,500,155.8724,250,203.0884,300,
2017.09.17   18.00,0.476,1.119,1.4283,400,1.4474,500,121.3665,250,158.5795,300,
2017.09.17   19.00,0.563,1.526,4.8344,400,5.1266,500,96.1953,250,126.535,300,
2017.09.17   20.00,0.509,1.037,1.1172,400,1.1218,500,97.7942,250,130.1889,300,
2017.09.17   21.00,0.265,1.353,2.8792,400,2.9948,500,117.7943,250,159.6695,300,
2017.09.17   22.00,0.486,1.503,4.5125,400,4.773,500,39.4493,250,49.9923,300,
2017.09.17   23.00,0.325,2.834,243.2703,400,298.5077,500,0.0307,250,0.0007,300,
2017.09.18   00.00,0.338,1.316,2.5771,400,2.6696,500,0,250,0,300,
2017.09.18   01.00,0.293,1.61,6.2177,400,6.6556,500,0,250,0,300,
2017.09.18   02.00,0.464,2.132,29.7007,400,33.699,500,0,250,0,300,
2017.09.18   03.00,0.599,1.894,14.5586,400,16.0857,500,0,250,0,300,
2017.09.18   04.00,0.709,1.793,10.7576,400,11.7528,500,0,250,0,300,
2017.09.18   05.00,0.766,2.453,77.6956,400,91.3696,500,0,250,0,300,
2017.09.18   06.00,0.666,1.383,3.1499,400,3.2874,500,0,250,0,300,
2017.09.18   07.00,0.774,2.173,33.5821,400,38.2777,500,0,250,0,300,
2017.09.18   08.00,0.729,3.523,400,400,500,500,0,250,0,300,
2017.09.18   09.00,0.781,1.015,1.046,400,1.0477,500,0,250,0,300,
2017.09.18   10.00,0.688,2.501,89.7111,400,106.0662,500,0.0469,250,0.0059,300,
2017.09.18   11.00,0.656,1.578,5.6493,400,6.0256,500,30.3952,250,45.1005,300,
2017.09.18   12.00,0.882,2.597,119.6038,400,142.9314,500,19.4853,250,27.0392,300,
2017.09.18   13.00,1,1.682,7.7144,400,8.3243,500,0,250,0,300,
2017.09.18   14.00,0.831,2.162,32.4935,400,36.9915,500,37.3968,250,49.4474,300,
2017.09.18   15.00,0.734,2.403,66.8875,400,78.2217,500,61.7151,250,80.8945,300,
2017.09.18   16.00,0.673,2.761,195.4852,400,237.9267,500,77.3972,250,101.0434,300,
2017.09.18   17.00,0.571,2.359,58.6273,400,68.226,500,101.4082,250,132.3351,300,
2017.09.18   18.00,0.746,1.579,5.6663,400,6.0444,500,58.6806,250,76.8112,300,
2017.09.18   19.00,0.647,1.776,10.2235,400,11.1481,500,77.4372,250,102.0983,300,
2017.09.18   20.00,0.54,2.04,22.5461,400,25.32,500,91.1141,250,121.7306,300,
2017.09.18   21.00,0.585,1.982,18.9501,400,21.1444,500,65.7197,250,89.732,300,
2017.09.18   22.00,0.476,1.093,1.3213,400,1.3351,500,38.0165,250,49.4445,300,
2017.09.18   23.00,0.322,2.657,143.1551,400,172.2252,500,0.0207,250,0.0006,300,
2017.09.19   00.00,0.498,1.27,2.2453,400,2.314,500,0,250,0,300,
2017.09.19   01.00,0.582,1.436,3.6919,400,3.8759,500,0,250,0,300,
2017.09.19   02.00,0.578,1.986,19.1785,400,21.4088,500,0,250,0,300,
2017.09.19   03.00,0.569,1.369,3.0205,400,3.1475,500,0,250,0,300,
2017.09.19   04.00,0.378,1.272,2.2588,400,2.3284,500,0,250,0,300,
2017.09.19   05.00,0.391,1.741,9.2058,400,9.9993,500,0,250,0,300,
2017.09.19   06.00,0.522,2.445,75.8557,400,89.1263,500,0,250,0,300,
2017.09.19   07.00,0.343,2.333,54.2342,400,62.9308,500,0,250,0,300,
2017.09.19   08.00,0.146,1.545,5.1175,400,5.4384,500,0,250,0,300,
2017.09.19   09.00,0.333,1.392,3.236,400,3.3806,500,0,250,0,300,
2017.09.19   10.00,0.434,2.008,20.4851,400,22.9235,500,0.0654,250,0.0103,300,
2017.09.19   11.00,0.499,0.965,0,400,0,500,43.0174,250,65.4873,300,
2017.09.19   12.00,0.688,1.912,15.3652,400,17.011,500,51.1501,250,71.4395,300,
2017.09.19   13.00,0.448,2.056,23.6531,400,26.6107,500,110.8403,250,149.4534,300,
2017.09.19   14.00,0.425,2.427,71.8737,400,84.2782,500,126.911,250,168.1714,300,
2017.09.19   15.00,0.419,2.527,96.9779,400,114.9909,500,134.5105,250,176.6189,300,
2017.09.19   16.00,0.397,1.403,3.3444,400,3.4982,500,142.4324,250,186.2416,300,
2017.09.19   17.00,0.29,3.65,400,400,500,500,167.4664,250,218.8913,300,
2017.09.19   18.00,0.296,0.811,0,400,0,500,162.2196,250,212.7311,300,
2017.09.19   19.00,0.138,1.476,4.1619,400,4.3889,500,188.4302,250,249.0324,300,
2017.09.19   20.00,0.187,2.319,52.0066,400,60.2519,500,160.1214,250,214.7168,300,
2017.09.19   21.00,0.274,1.683,7.7376,400,8.3502,500,113.5513,250,156.2273,300,
2017.09.19   22.00,0.243,2.36,58.8032,400,68.4384,500,51.6593,250,69.196,300,
2017.09.19   23.00,0.279,1.522,4.7768,400,5.0633,500,0.0148,250,0.0005,300,
2017.09.20   00.00,0.348,2.423,71.0176,400,83.2371,500,0,250,0,300,
2017.09.20   01.00,0.234,2.052,23.3713,400,26.282,500,0,250,0,300,
2017.09.20   02.00,0.075,1.67,7.442,400,8.0196,500,0,250,0,300,
2017.09.20   03.00,0.169,0.819,0,400,0,500,0,250,0,300,
2017.09.20   04.00,0,2.877,276.7154,400,341.1798,500,0,250,0,300,
2017.09.20   05.00,0,0.382,0,400,0,500,0,250,0,300,
2017.09.20   06.00,0.29,0.752,0,400,0,500,0,250,0,300,
2017.09.20   07.00,0.177,0.504,0,400,0,500,0,250,0,300,
2017.09.20   08.00,0.02,2.491,87.0634,400,102.8211,500,0,250,0,300,
2017.09.20   09.00,0,1.381,3.1311,400,3.267,500,0,250,0,300,
2017.09.20   10.00,0.09,1.979,18.7806,400,20.9482,500,0.0809,250,0.0158,300,
2017.09.20   11.00,0.158,1.29,2.384,400,2.4623,500,70.1504,250,109.7215,300,
2017.09.20   12.00,0.033,1.38,3.1217,400,3.2569,500,157.3613,250,221.243,300,
2017.09.20   13.00,0.002,1.755,9.6001,400,10.4439,500,199.6382,250,270.0773,300,
2017.09.20   14.00,0.108,1.485,4.2756,400,4.5134,500,196.3614,250,260.7771,300,
2017.09.20   15.00,0,1.604,6.1069,400,6.5326,500,231.0102,250,303.8633,300,
2017.09.20   16.00,0,1.291,2.3911,400,2.47,500,235.7152,250,308.7113,300,
2017.09.20   17.00,0.078,1.48,4.2121,400,4.4438,500,216.9875,250,284.0841,300,
2017.09.20   18.00,0.103,1.764,9.8625,400,10.7401,500,206.1434,250,270.8388,300,
2017.09.20   19.00,0,3.183,400,400,500,500,217.8095,250,288.5651,300,
2017.09.20   20.00,0,3.622,400,400,500,500,195.8046,250,263.5684,300,
2017.09.20   21.00,0.219,1.815,11.4905,400,12.5843,500,120.5874,250,167.243,300,
2017.09.20   22.00,0.413,0.883,0,400,0,500,37.4693,250,51.8957,300,
2017.09.20   23.00,0.561,1.602,6.0704,400,6.4922,500,0.0061,250,0.0002,300,
2017.09.21   00.00,0.466,1.581,5.7003,400,6.0821,500,0,250,0,300,
2017.09.21   01.00,0.601,2.91,305.4691,400,378.0214,500,0,250,0,300,
2017.09.21   02.00,0.843,2.084,25.7227,400,29.0297,500,0,250,0,300,
2017.09.21   03.00,0.773,1.558,5.3208,400,5.6626,500,0,250,0,300,
2017.09.21   04.00,0.55,0.822,0,400,0,500,0,250,0,300,
2017.09.21   05.00,0.387,1.334,2.7198,400,2.8231,500,0,250,0,300,
2017.09.21   06.00,0.322,0.799,0,400,0,500,0,250,0,300,
2017.09.21   07.00,0.096,2.836,244.7322,400,300.3686,500,0,250,0,300,
2017.09.21   08.00,0.075,1.699,8.1175,400,8.7759,500,0,250,0,300,
2017.09.21   09.00,0,1.381,3.1311,400,3.267,500,0,250,0,300,
2017.09.21   10.00,0.164,2.518,94.3982,400,111.8197,500,0.0572,250,0.0139,300,
2017.09.21   11.00,0.195,2.183,34.6034,400,39.4858,500,64.9719,250,104.5673,300,
2017.09.21   12.00,0.17,1.603,6.0887,400,6.5124,500,134.041,250,189.7434,300,
2017.09.21   13.00,0.163,1.143,1.5348,400,1.5595,500,166.7843,250,226.3939,300,
2017.09.21   14.00,0.222,1.949,17.1663,400,19.0836,500,170.8075,250,227.3513,300,
2017.09.21   15.00,0.423,1.585,5.769,400,6.1581,500,132.9961,250,175.2527,300,
2017.09.21   16.00,0.449,1.542,5.0718,400,5.3879,500,129.6036,250,170.0165,300,
2017.09.21   17.00,0.687,0.494,0,400,0,500,73.4959,250,96.3828,300,
2017.09.21   18.00,0.513,2.968,363.4352,400,452.675,500,111.6166,250,146.9266,300,
2017.09.21   19.00,0.45,1.602,6.0704,400,6.4922,500,119.3543,250,158.523,300,
2017.09.21   20.00,0.59,2.161,32.3963,400,36.8767,500,79.7999,250,107.8399,300,
2017.09.21   21.00,0.724,1.927,16.0714,400,17.8227,500,42.0467,250,58.8082,300,
2017.09.21   22.00,0.883,2.457,78.6323,400,92.5123,500,6.9416,250,9.9875,300,
2017.09.21   23.00,0.838,1.205,1.848,400,1.8908,500,0.0015,250,0.0001,300,
2017.09.22   00.00,0.717,2.117,28.3956,400,32.1644,500,0,250,0,300,
2017.09.22   01.00,0.88,0.872,0,400,0,500,0,250,0,300,
2017.09.22   02.00,0.795,0.51,0,400,0,500,0,250,0,300,
2017.09.22   03.00,0.803,2.971,366.7162,400,456.9145,500,0,250,0,300,
2017.09.22   04.00,0.979,2.282,46.5501,400,53.7081,500,0,250,0,300,
2017.09.22   05.00,0.905,1.314,2.5617,400,2.653,500,0,250,0,300,
2017.09.22   06.00,1,2.231,39.9547,400,45.837,500,0,250,0,300,
2017.09.22   07.00,0.731,1.62,6.4068,400,6.8656,500,0,250,0,300,
2017.09.22   08.00,0.764,0.419,0,400,0,500,0,250,0,300,
2017.09.22   09.00,0.715,2.288,47.3944,400,54.7188,500,0,250,0,300,
2017.09.22   10.00,0.957,1.928,16.1197,400,17.8781,500,0.0023,250,0.0007,300,
2017.09.22   11.00,0.744,3.035,400,400,500,500,19.9814,250,33.145,300,
2017.09.22   12.00,0.91,1.885,14.1714,400,15.6421,500,14.421,250,20.5571,300,
2017.09.22   13.00,0.715,1.094,1.3253,400,1.3392,500,56.5657,250,77.0472,300,
2017.09.22   14.00,0.714,2.191,35.4427,400,40.4796,500,62.6189,250,83.5391,300,
2017.09.22   15.00,0.884,0.531,0,400,0,500,26.6768,250,35.2169,300,
2017.09.22   16.00,0.984,1.06,1.1969,400,1.205,500,3.7553,250,4.9345,300,
2017.09.22   17.00,0.746,2.049,23.1622,400,26.0381,500,59.5043,250,78.1667,300,
2017.09.22   18.00,0.947,0.963,0,400,0,500,12.1136,250,15.9769,300,
2017.09.22   19.00,0.765,1.12,1.4326,400,1.4519,500,50.805,250,67.651,300,
2017.09.22   20.00,0.914,1.531,4.9074,400,5.2069,500,16.6357,250,22.5726,300,
2017.09.22   21.00,0.798,1.906,15.0915,400,16.6968,500,30.3467,250,42.8221,300,
2017.09.22   22.00,0.975,1.957,17.5827,400,19.564,500,1.3687,250,2.0569,300,
2017.09.22   23.00,1,1.372,3.0478,400,3.1769,500,0,250,0,300,
2017.09.23   00.00,0.833,2.279,46.1336,400,53.2098,500,0,250,0,300,
2017.09.23   01.00,0.675,2.533,98.7368,400,117.1549,500,0,250,0,300,
2017.09.23   02.00,0.501,1.223,1.9504,400,1.9996,500,0,250,0,300,
2017.09.23   03.00,0.49,2.535,99.3301,400,117.8853,500,0,250,0,300,
2017.09.23   04.00,0.624,1.982,18.9501,400,21.1444,500,0,250,0,300,
2017.09.23   05.00,0.538,1.948,17.115,400,19.0244,500,0,250,0,300,
2017.09.23   06.00,0.763,2.176,33.8853,400,38.6362,500,0,250,0,300,
2017.09.23   07.00,0.655,2.099,26.9049,400,30.4147,500,0,250,0,300,
2017.09.23   08.00,0.814,3.811,400,400,500,500,0,250,0,300,
2017.09.23   09.00,0.864,2.504,90.521,400,107.0596,500,0,250,0,300,
2017.09.23   10.00,0.949,1.775,10.1929,400,11.1135,500,0.0021,250,0.0008,300,
2017.09.23   11.00,1,0.742,0,400,0,500,0,250,0,300,
2017.09.23   12.00,1,0.547,0,400,0,500,0,250,0,300,
2017.09.23   13.00,0.852,2.001,20.06,400,22.4303,500,29.2556,250,39.9886,300,
2017.09.23   14.00,0.874,3.174,400,400,500,500,27.5104,250,36.7868,300,
2017.09.23   15.00,0.855,1.604,6.1069,400,6.5326,500,33.2687,250,44.0006,300,
2017.09.23   16.00,0.688,2.609,123.9816,400,148.3616,500,73.0671,250,96.1721,300,
2017.09.23   17.00,0.9,1.682,7.7144,400,8.3243,500,23.3717,250,30.7549,300,
2017.09.23   18.00,1,2.62,128.1352,400,153.5203,500,0,250,0,300,
2017.09.23   19.00,0.871,1.629,6.5819,400,7.0604,500,27.7814,250,37.0905,300,
2017.09.23   20.00,0.631,2.99,388.1948,400,484.7024,500,70.9289,250,96.6453,300,
2017.09.23   21.00,0.539,0.872,0,400,0,500,68.2577,250,97.2213,300,
2017.09.23   22.00,0.773,2.563,108.0214,400,128.6012,500,11.3752,250,17.9667,300,
2017.09.23   23.00,0.6,1.577,5.6324,400,6.0069,500,0.0018,250,0.0001,300,
2017.09.24   00.00,0.699,1.961,17.7947,400,19.8087,500,0,250,0,300,
2017.09.24   01.00,0.894,1.367,3.0025,400,3.128,500,0,250,0,300,
2017.09.24   02.00,0.917,1.627,6.5425,400,7.0166,500,0,250,0,300,
2017.09.24   03.00,0.751,1.013,1.0397,400,1.0412,500,0,250,0,300,
2017.09.24   04.00,0.691,2.214,37.9709,400,43.4785,500,0,250,0,300,
2017.09.24   05.00,0.567,3.118,400,400,500,500,0,250,0,300,
2017.09.24   06.00,0.637,1.652,7.0513,400,7.5834,500,0,250,0,300,
2017.09.24   07.00,0.824,1.605,6.1252,400,6.553,500,0,250,0,300,
2017.09.24   08.00,0.707,1.28,2.3136,400,2.387,500,0,250,0,300,
2017.09.24   09.00,0.763,1.95,17.2178,400,19.143,500,0,250,0,300,
2017.09.24   10.00,0.996,1.697,8.069,400,8.7215,500,0.0001,250,0.0001,300,
2017.09.24   11.00,0.913,3.33,400,400,500,500,6.3138,250,11.187,300,
2017.09.24   12.00,0.804,1.021,1.0649,400,1.0674,500,30.8954,250,44.6883,300,
2017.09.24   13.00,0.565,0.726,0,400,0,500,85.6317,250,117.4674,300,
2017.09.24   14.00,0.512,1.719,8.6187,400,9.3386,500,106.2448,250,142.4073,300,
2017.09.24   15.00,0.645,1.866,13.3873,400,14.7453,500,81.2586,250,107.6738,300,
2017.09.24   16.00,0.436,2.299,48.9822,400,56.6215,500,131.7859,250,173.7568,300,
2017.09.24   17.00,0.364,1.482,4.2374,400,4.4715,500,148.2873,250,195.4753,300,
2017.09.24   18.00,0.57,1.492,4.3662,400,4.6126,500,97.7217,250,129.4063,300,
2017.09.24   19.00,0.773,2.146,30.9728,400,35.1973,500,48.6946,250,65.1865,300,
2017.09.24   20.00,1,2.041,22.6137,400,25.3988,500,0,250,0,300,
2017.09.24   21.00,1,2.033,22.0782,400,24.7753,500,0,250,0,300,
2017.09.24   22.00,0.959,2.807,224.3682,400,274.4855,500,1.863,250,3.1155,300,
2017.09.24   23.00,0.784,1.581,5.7003,400,6.0821,500,0.0007,250,0.0001,300,
2017.09.25   00.00,0.671,1.657,7.1578,400,7.7021,500,0,250,0,300,
2017.09.25   01.00,0.874,2.865,266.9445,400,328.6923,500,0,250,0,300,
2017.09.25   02.00,0.935,2.604,122.1384,400,146.0743,500,0,250,0,300,
2017.09.25   03.00,1,2.138,30.2393,400,34.3332,500,0,250,0,300,
2017.09.25   04.00,0.775,0.636,0,400,0,500,0,250,0,300,
2017.09.25   05.00,0.537,1.011,1.0335,400,1.0348,500,0,250,0,300,
2017.09.25   06.00,0.304,0.555,0,400,0,500,0,250,0,300,
2017.09.25   07.00,0.277,1.473,4.1247,400,4.3482,500,0,250,0,300,
2017.09.25   08.00,0.056,0.849,0,400,0,500,0,250,0,300,
2017.09.25   09.00,0.014,1.362,2.9578,400,3.0797,500,0,250,0,300,
2017.09.25   10.00,0,2.269,44.7721,400,51.5818,500,0.0242,250,0.0141,300,
2017.09.25   11.00,0,2.284,46.8298,400,54.0429,500,69.7526,250,128.1228,300,
2017.09.25   12.00,0,1.426,3.5829,400,3.7573,500,156.2863,250,227.7838,300,
2017.09.25   13.00,0.151,2.152,31.5345,400,35.8597,500,166.4216,250,229.1284,300,
2017.09.25   14.00,0.206,2.391,64.5257,400,75.3587,500,172.363,250,231.5878,300,
2017.09.25   15.00,0,1.873,13.671,400,15.0696,500,228.3459,250,303.1556,300,
2017.09.25   16.00,0,2.421,70.5933,400,82.7215,500,233.1276,250,307.9105,300,
2017.09.25   17.00,0,1.669,7.4198,400,7.9948,500,232.5856,250,307.1485,300,
2017.09.25   18.00,0.325,0.758,0,400,0,500,152.9506,250,202.9621,300,
2017.09.25   19.00,0.449,1.187,1.751,400,1.7879,500,117.7224,250,158.0275,300,
